day,month,year,hour,minute,second,id,val
25,5,2022,15,54,26,0,0.000000
25,5,2022,15,54,28,0,0.000000
25,5,2022,15,54,30,0,0.000000
25,5,2022,15,54,32,0,0.000000
25,5,2022,15,54,35,0,0.000000
25,5,2022,15,54,37,0,0.000000
25,5,2022,15,54,39,0,0.000000
25,5,2022,15,54,41,0,0.000000
25,5,2022,15,54,43,0,0.000000
25,5,2022,15,54,45,0,0.000000
25,5,2022,15,54,47,0,0.000000
25,5,2022,15,54,49,0,0.000000
25,5,2022,15,54,51,0,0.000000
25,5,2022,15,54,53,0,0.000000
25,5,2022,15,54,55,0,0.000000
25,5,2022,15,54,57,0,0.000000
25,5,2022,15,54,59,0,0.000000
25,5,2022,15,55,1,0,0.000000
25,5,2022,15,55,3,0,0.000000
25,5,2022,15,55,5,0,0.000000
25,5,2022,15,55,7,0,0.000000
25,5,2022,15,55,9,0,0.000000
25,5,2022,15,55,11,0,0.000000
25,5,2022,15,55,13,0,0.000000
25,5,2022,15,55,15,0,0.000000
25,5,2022,15,55,17,0,0.000000
25,5,2022,15,55,19,0,0.000000
25,5,2022,15,55,21,0,0.000000
25,5,2022,15,55,23,0,0.000000
25,5,2022,15,55,25,0,0.000000
25,5,2022,15,55,27,0,0.000000
25,5,2022,15,55,30,0,0.000000
25,5,2022,15,55,32,0,0.000000
25,5,2022,15,55,34,0,0.000000
25,5,2022,15,55,36,0,0.000000
25,5,2022,15,55,38,0,0.000000
25,5,2022,15,55,40,0,0.000000
25,5,2022,15,55,42,0,0.000000
25,5,2022,15,55,44,0,0.000000
25,5,2022,15,55,46,0,0.000000
25,5,2022,15,55,48,0,0.000000
25,5,2022,15,55,50,0,0.000000
25,5,2022,15,55,52,0,0.000000
25,5,2022,15,55,54,0,0.000000
25,5,2022,15,55,56,0,0.000000
25,5,2022,15,55,58,0,0.000000
25,5,2022,15,56,0,0,0.000000
25,5,2022,15,56,2,0,0.000000
25,5,2022,15,56,4,0,0.000000
25,5,2022,15,56,6,0,0.000000
25,5,2022,15,56,8,0,0.000000
25,5,2022,15,56,10,0,0.000000
25,5,2022,15,56,12,0,0.000000
25,5,2022,15,56,14,0,0.000000
25,5,2022,15,56,16,0,0.000000
25,5,2022,15,56,18,0,0.000000
25,5,2022,15,56,20,0,0.000000
25,5,2022,15,56,22,0,0.000000
25,5,2022,15,56,25,0,0.000000
25,5,2022,15,56,27,0,0.000000
25,5,2022,15,56,29,0,0.000000
25,5,2022,15,56,31,0,0.000000
25,5,2022,15,56,33,0,0.000000
25,5,2022,15,56,35,0,0.000000
25,5,2022,15,56,37,0,0.000000
25,5,2022,15,56,39,0,0.000000
25,5,2022,15,56,41,0,0.000000
25,5,2022,15,56,43,0,0.000000
25,5,2022,15,56,45,0,0.000000
25,5,2022,15,56,47,0,0.000000
25,5,2022,15,56,49,0,0.000000
25,5,2022,15,56,51,0,0.000000
25,5,2022,15,56,53,0,0.000000
25,5,2022,15,56,55,0,0.000000
25,5,2022,15,56,57,0,0.000000
25,5,2022,15,56,59,0,0.000000
25,5,2022,15,57,1,0,0.000000
25,5,2022,15,57,3,0,0.000000
25,5,2022,15,57,5,0,0.000000
25,5,2022,15,57,7,0,0.000000
25,5,2022,15,57,9,0,0.000000
25,5,2022,15,57,11,0,0.000000
25,5,2022,15,57,13,0,0.000000
25,5,2022,15,57,15,0,0.000000
25,5,2022,15,57,17,0,0.000000
25,5,2022,15,57,20,0,0.000000
25,5,2022,15,57,22,0,0.000000
25,5,2022,15,57,24,0,0.000000
25,5,2022,15,57,26,0,0.000000
25,5,2022,15,57,28,0,0.000000
25,5,2022,15,57,30,0,0.000000
25,5,2022,15,57,32,0,0.000000
25,5,2022,15,57,34,0,0.000000
25,5,2022,15,57,36,0,0.000000
25,5,2022,15,57,38,0,0.000000
25,5,2022,15,57,40,0,0.000000
25,5,2022,15,57,42,0,0.000000
25,5,2022,15,57,44,0,0.000000
25,5,2022,15,57,46,0,0.000000
25,5,2022,15,57,48,0,0.000000
25,5,2022,15,57,50,0,0.000000
25,5,2022,15,57,52,0,0.000000
25,5,2022,15,57,54,0,0.000000
25,5,2022,15,57,56,0,0.000000
25,5,2022,15,57,58,0,0.000000
25,5,2022,15,58,0,0,0.000000
25,5,2022,15,58,2,0,0.000000
25,5,2022,15,58,4,0,0.000000
25,5,2022,15,58,6,0,0.000000
25,5,2022,15,58,8,0,0.000000
25,5,2022,15,58,10,0,0.000000
25,5,2022,15,58,12,0,0.000000
25,5,2022,15,58,15,0,0.000000
25,5,2022,15,58,17,0,0.000000
25,5,2022,15,58,19,0,0.000000
25,5,2022,15,58,21,0,0.000000
25,5,2022,15,58,23,0,0.000000
25,5,2022,15,58,25,0,0.000000
25,5,2022,15,58,27,0,0.000000
25,5,2022,15,58,29,0,0.000000
25,5,2022,15,58,31,0,0.000000
25,5,2022,15,58,33,0,0.000000
25,5,2022,15,58,35,0,0.000000
25,5,2022,15,58,37,0,0.000000
25,5,2022,15,58,39,0,0.000000
25,5,2022,15,58,41,0,0.000000
25,5,2022,15,58,43,0,0.000000
25,5,2022,15,58,45,0,0.000000
25,5,2022,15,58,47,0,0.000000
25,5,2022,15,58,49,0,0.000000
25,5,2022,15,58,51,0,0.000000
25,5,2022,15,58,53,0,0.000000
25,5,2022,15,58,55,0,0.000000
25,5,2022,15,58,57,0,0.000000
25,5,2022,15,58,59,0,0.000000
25,5,2022,15,59,1,0,0.000000
25,5,2022,15,59,3,0,0.000000
25,5,2022,15,59,5,0,0.000000
25,5,2022,15,59,7,0,0.000000
25,5,2022,15,59,10,0,0.000000
25,5,2022,15,59,12,0,0.000000
25,5,2022,15,59,14,0,0.000000
25,5,2022,15,59,16,0,0.000000
25,5,2022,15,59,18,0,0.000000
25,5,2022,15,59,20,0,0.000000
25,5,2022,15,59,22,0,0.000000
25,5,2022,15,59,24,0,0.000000
25,5,2022,15,59,26,0,0.000000
25,5,2022,15,59,28,0,0.000000
25,5,2022,15,59,30,0,0.000000
25,5,2022,15,59,32,0,0.000000
25,5,2022,15,59,34,0,0.000000
25,5,2022,15,59,36,0,0.000000
25,5,2022,15,59,38,0,0.000000
25,5,2022,15,59,40,0,0.000000
25,5,2022,15,59,42,0,0.000000
25,5,2022,15,59,44,0,0.000000
25,5,2022,15,59,46,0,0.000000
25,5,2022,15,59,48,0,0.000000
25,5,2022,15,59,50,0,0.000000
25,5,2022,15,59,52,0,0.000000
25,5,2022,15,59,54,0,0.000000
25,5,2022,15,59,56,0,0.000000
25,5,2022,15,59,58,0,0.000000
25,5,2022,16,0,0,0,0.000000
25,5,2022,16,0,2,0,0.000000
25,5,2022,16,0,4,0,0.000000
25,5,2022,16,0,7,0,0.000000
25,5,2022,16,0,9,0,0.000000
25,5,2022,16,0,11,0,0.000000
25,5,2022,16,0,13,0,0.000000
25,5,2022,16,0,15,0,0.000000
25,5,2022,16,0,17,0,0.000000
25,5,2022,16,0,19,0,0.000000
25,5,2022,16,0,21,0,0.000000
25,5,2022,16,0,23,0,0.000000
25,5,2022,16,0,25,0,0.000000
25,5,2022,16,0,27,0,0.000000
25,5,2022,16,0,29,0,0.000000
25,5,2022,16,0,31,0,0.000000
25,5,2022,16,0,33,0,0.000000
25,5,2022,16,0,35,0,0.000000
25,5,2022,16,0,37,0,0.000000
25,5,2022,16,0,39,0,0.000000
25,5,2022,16,0,41,0,0.000000
25,5,2022,16,0,43,0,0.000000
25,5,2022,16,0,45,0,0.000000
25,5,2022,16,0,47,0,0.000000
25,5,2022,16,0,49,0,0.000000
25,5,2022,16,0,51,0,0.000000
25,5,2022,16,0,53,0,0.000000
25,5,2022,16,0,55,0,0.000000
25,5,2022,16,0,57,0,0.000000
25,5,2022,16,0,59,0,0.000000
25,5,2022,16,1,2,0,0.000000
25,5,2022,16,1,4,0,0.000000
25,5,2022,16,1,6,0,0.000000
25,5,2022,16,1,8,0,0.000000
25,5,2022,16,1,10,0,0.000000
25,5,2022,16,1,12,0,0.000000
25,5,2022,16,1,14,0,0.000000
25,5,2022,16,1,16,0,0.000000
25,5,2022,16,1,18,0,0.000000
25,5,2022,16,1,20,0,0.000000
25,5,2022,16,1,22,0,0.000000
25,5,2022,16,1,24,0,0.000000
25,5,2022,16,1,26,0,0.000000
25,5,2022,16,1,28,0,0.000000
25,5,2022,16,1,30,0,0.000000
25,5,2022,16,1,32,0,0.000000
25,5,2022,16,1,34,0,0.000000
25,5,2022,16,1,36,0,0.000000
25,5,2022,16,1,38,0,0.000000
25,5,2022,16,1,40,0,0.000000
25,5,2022,16,1,42,0,0.000000
25,5,2022,16,1,44,0,0.000000
25,5,2022,16,1,46,0,0.000000
25,5,2022,16,1,48,0,0.000000
25,5,2022,16,1,50,0,0.000000
25,5,2022,16,1,52,0,0.000000
25,5,2022,16,1,54,0,0.000000
25,5,2022,16,1,56,0,0.000000
25,5,2022,16,1,59,0,0.000000
25,5,2022,16,2,1,0,0.000000
25,5,2022,16,2,3,0,0.000000
25,5,2022,16,2,5,0,0.000000
25,5,2022,16,2,7,0,0.000000
25,5,2022,16,2,9,0,0.000000
25,5,2022,16,2,11,0,0.000000
25,5,2022,16,2,13,0,0.000000
25,5,2022,16,2,15,0,0.000000
25,5,2022,16,2,17,0,0.000000
25,5,2022,16,2,19,0,0.000000
25,5,2022,16,2,21,0,0.000000
25,5,2022,16,2,23,0,0.000000
25,5,2022,16,2,25,0,0.000000
25,5,2022,16,2,27,0,0.000000
25,5,2022,16,2,29,0,0.000000
25,5,2022,16,2,31,0,0.000000
25,5,2022,16,2,33,0,0.000000
25,5,2022,16,2,35,0,0.000000
25,5,2022,16,2,37,0,0.000000
25,5,2022,16,2,39,0,0.000000
25,5,2022,16,2,41,0,0.000000
25,5,2022,16,2,43,0,0.000000
25,5,2022,16,2,45,0,0.000000
25,5,2022,16,2,47,0,0.000000
25,5,2022,16,2,49,0,0.000000
25,5,2022,16,2,51,0,0.000000
25,5,2022,16,2,54,0,0.000000
25,5,2022,16,2,56,0,0.000000
25,5,2022,16,2,58,0,0.000000
25,5,2022,16,3,0,0,0.000000
25,5,2022,16,3,2,0,0.000000
25,5,2022,16,3,4,0,0.000000
25,5,2022,16,3,6,0,0.000000
25,5,2022,16,3,8,0,0.000000
25,5,2022,16,3,10,0,0.000000
25,5,2022,16,3,12,0,0.000000
25,5,2022,16,3,14,0,0.000000
25,5,2022,16,3,16,0,0.000000
25,5,2022,16,3,18,0,0.000000
25,5,2022,16,3,20,0,0.000000
25,5,2022,16,3,22,0,0.000000
25,5,2022,16,3,24,0,0.000000
25,5,2022,16,3,26,0,0.000000
25,5,2022,16,3,28,0,0.000000
25,5,2022,16,3,30,0,0.000000
25,5,2022,16,3,32,0,0.000000
25,5,2022,16,3,34,0,0.000000
25,5,2022,16,3,36,0,0.000000
25,5,2022,16,3,38,0,0.000000
25,5,2022,16,3,40,0,0.000000
25,5,2022,16,3,42,0,0.000000
25,5,2022,16,3,44,0,0.000000
25,5,2022,16,3,46,0,0.000000
25,5,2022,16,3,49,0,0.000000
25,5,2022,16,3,51,0,0.000000
25,5,2022,16,3,53,0,0.000000
25,5,2022,16,3,55,0,0.000000
25,5,2022,16,3,57,0,0.000000
25,5,2022,16,3,59,0,0.000000
25,5,2022,16,4,1,0,0.000000
25,5,2022,16,4,3,0,0.000000
25,5,2022,16,4,5,0,0.000000
25,5,2022,16,4,7,0,0.000000
25,5,2022,16,4,9,0,0.000000
25,5,2022,16,4,11,0,0.000000
25,5,2022,16,4,13,0,0.000000
25,5,2022,16,4,15,0,0.000000
25,5,2022,16,4,17,0,0.000000
25,5,2022,16,4,19,0,0.000000
25,5,2022,16,4,21,0,0.000000
25,5,2022,16,4,23,0,0.000000
25,5,2022,16,4,25,0,0.000000
25,5,2022,16,4,27,0,0.000000
25,5,2022,16,4,29,0,0.000000
25,5,2022,16,4,31,0,0.000000
25,5,2022,16,4,33,0,0.000000
25,5,2022,16,4,35,0,0.000000
25,5,2022,16,4,37,0,0.000000
25,5,2022,16,4,39,0,0.000000
25,5,2022,16,4,41,0,0.000000
25,5,2022,16,4,43,0,0.000000
25,5,2022,16,4,46,0,0.000000
25,5,2022,16,4,48,0,0.000000
25,5,2022,16,4,50,0,0.000000
25,5,2022,16,4,52,0,0.000000
25,5,2022,16,4,54,0,0.000000
25,5,2022,16,4,56,0,0.000000
25,5,2022,16,4,58,0,0.000000
25,5,2022,16,5,0,0,0.000000
25,5,2022,16,5,2,0,0.000000
25,5,2022,16,5,4,0,0.000000
25,5,2022,16,5,6,0,0.000000
25,5,2022,16,5,8,0,0.000000
25,5,2022,16,5,10,0,0.000000
25,5,2022,16,5,12,0,0.000000
25,5,2022,16,5,14,0,0.000000
25,5,2022,16,5,16,0,0.000000
25,5,2022,16,5,18,0,0.000000
25,5,2022,16,5,20,0,0.000000
25,5,2022,16,5,22,0,0.000000
25,5,2022,16,5,24,0,0.000000
25,5,2022,16,5,26,0,0.000000
25,5,2022,16,5,28,0,0.000000
25,5,2022,16,5,30,0,0.000000
25,5,2022,16,5,32,0,0.000000
25,5,2022,16,5,34,0,0.000000
25,5,2022,16,5,36,0,0.000000
25,5,2022,16,5,38,0,0.000000
25,5,2022,16,5,41,0,0.000000
25,5,2022,16,5,43,0,0.000000
25,5,2022,16,5,45,0,0.000000
25,5,2022,16,5,47,0,0.000000
25,5,2022,16,5,49,0,0.000000
25,5,2022,16,5,51,0,0.000000
25,5,2022,16,5,53,0,0.000000
25,5,2022,16,5,55,0,0.000000
25,5,2022,16,5,57,0,0.000000
